GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
"""48329""","Midland, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,6293891,6397649,6173104,6515592,6913476,8092761,8839465,9669897,9981619,10862039,12442295,15089915,15401806,16846263,18141707,18200363,21302637,26160628,29800548
"""48329""","Midland, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,41.709,42.397,40.909,43.178,45.815,53.630,58.579,64.082,66.148,71.982,82.454,100.000,102.067,111.639,120.224,120.613,141.171,173.365,197.487
"""48329""","Midland, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,4208837,4128057,4524581,5116522,6094149,7376718,8393092,10177848,8681415,10362860,12694245,15089915,15831200,17312517,14906528,14262787,18775958,25292251,25784700
"""48331""","Milam, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,1010795,933453,984307,1006095,886382,866214,835504,808046,819012,885100,993216,1055839,996184,967411,936317,934331,890844,564076,661403
"""48331""","Milam, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,95.734,88.409,93.225,95.289,83.950,82.040,79.132,76.531,77.570,83.829,94.069,100.000,94.350,91.625,88.680,88.492,84.373,53.424,62.642
"""48331""","Milam, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,768120,699614,772362,856398,807721,854212,851833,850718,794569,888279,1021567,1055839,1016668,1029946,963185,948660,933464,614193,710143
"""48333""","Mills, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,112791,110049,110549,116205,113786,136197,116674,108875,125367,121021,120676,125672,118021,137617,134765,137424,137527,165976,179402
"""48333""","Mills, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,89.751,87.568,87.967,92.467,90.542,108.375,92.841,86.635,99.757,96.299,96.025,100.000,93.912,109.505,107.235,109.351,109.433,132.071,142.755
"""48333""","Mills, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,89455,88265,91160,99984,98278,120094,108822,102968,119021,116568,118013,125672,120567,143796,143384,147051,149063,183767,203591
"""48335""","Mitchell, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,438374,390150,341104,333247,345938,416562,469258,468668,596993,577287,609335,715985,664679,572886,546751,531847,504952,480518,473663
"""48335""","Mitchell, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,61.227,54.491,47.641,46.544,48.316,58.180,65.540,65.458,83.381,80.628,85.104,100.000,92.834,80.014,76.364,74.282,70.526,67.113,66.155
"""48335""","Mitchell, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,288284,239366,255283,278430,345089,423274,507429,638367,488618,586340,685569,715985,706520,599455,374417,340506,368682,390269,350301
"""48337""","Montague, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,414786,445892,430586,442592,442323,518859,571553,635696,687766,707740,854896,1042850,1168787,1309188,1267510,1098779,1068167,978133,988516
"""48337""","Montague, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,39.774,42.757,41.289,42.441,42.415,49.754,54.807,60.958,65.951,67.866,81.977,100.000,112.076,125.539,121.543,105.363,102.428,93.794,94.790
"""48337""","Montague, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,296544,312414,336652,371842,412694,499882,574125,729411,608469,705626,916929,1042850,1229349,1359621,883182,719221,788160,783539,745725
"""48339""","Montgomery, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,8184846,8393937,8712500,9451211,10910996,12023121,12594713,13245035,13544701,14467441,15227397,17531210,18206700,19460911,20070606,20735800,23684451,25460612,26608080
"""48339""","Montgomery, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,46.687,47.880,49.697,53.911,62.238,68.581,71.842,75.551,77.261,82.524,86.859,100.000,103.853,111.007,114.485,118.279,135.099,145.230,151.775
"""48339""","Montgomery, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,6257581,6497475,6963924,7793496,9372656,10694192,11550072,12510152,12808379,13868873,14892949,17531210,18654589,20364199,21062472,22030369,25718980,28322323,30124957
"""48341""","Moore, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,2235133,2097813,2019419,2082553,1783279,1777198,2229369,2013745,2151256,2176972,1768488,1700095,1724664,1647807,1906091,1940150,2187765,2340283,2661614
"""48341""","Moore, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,131.471,123.394,118.783,122.496,104.893,104.535,131.132,118.449,126.537,128.050,104.023,100.000,101.445,96.924,112.117,114.120,128.685,137.656,156.557
"""48341""","Moore, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,1116402,969111,1120910,1283818,1307699,1349425,1796357,1758507,1581344,1791391,1713045,1700095,1697646,1587536,1627999,1535011,1859971,2136599,2252441
"""48343""","Morris, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,587225,528603,515015,621914,594316,593462,694520,761163,845423,971316,1085677,903853,868734,795385,836597,829719,658974,703104,733044
"""48343""","Morris, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,64.969,58.483,56.980,68.807,65.754,65.659,76.840,84.213,93.535,107.464,120.117,100.000,96.115,87.999,92.559,91.798,72.907,77.790,81.102
"""48343""","Morris, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,369367,329390,330729,446896,469224,516384,633749,700311,648240,837316,1089279,903853,829417,766606,758087,678804,590969,671422,665272
"""48345""","Motley, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,32908,40883,39763,45271,45912,48484,42852,30895,30803,32813,43025,34691,42052,31472,32022,29633,30485,30835,33606
"""48345""","Motley, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,94.861,117.852,114.623,130.498,132.347,139.763,123.528,89.060,88.795,94.587,124.027,100.000,121.221,90.722,92.308,85.422,87.878,88.887,96.875
"""48345""","Motley, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,22619,27411,28879,36145,35715,38018,37851,28646,26342,29508,42410,34691,43216,31858,30318,27940,29720,31104,34206
"""48347""","Nacogdoches, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,1936979,2091658,2045129,2102125,2232466,2391628,2559666,2659938,2751563,2660021,2670936,2642902,2449787,2403037,2583959,2545095,2621687,2681840,2656946
"""48347""","Nacogdoches, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,73.290,79.142,77.382,79.538,84.470,90.492,96.851,100.645,104.111,100.648,101.061,100.000,92.693,90.924,97.770,96.299,99.197,101.473,100.531
"""48347""","Nacogdoches, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,1439089,1548023,1628167,1779163,2067293,2259213,2528219,3047585,2415401,2593194,2765046,2642902,2551941,2516292,2436368,2371502,2538744,2680299,2640862
"""48349""","Navarro, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,1202598,1212860,1196800,1191063,1197248,1258746,1278916,1299000,1271943,1323561,1428289,1500863,1554420,1560381,1574085,1493440,1427266,1496410,1557660
"""48349""","Navarro, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,80.127,80.811,79.741,79.359,79.771,83.868,85.212,86.550,84.747,88.187,95.165,100.000,103.568,103.966,104.879,99.505,95.096,99.703,103.784
"""48349""","Navarro, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,926770,951659,960951,987033,1030533,1120672,1171844,1230820,1204768,1277502,1399910,1500863,1588642,1632597,1674430,1612858,1567520,1679235,1776193
"""48351""","Newton, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,241759,236900,242084,316158,313793,387133,446506,401561,403921,387086,469710,540912,434940,408729,491990,392899,448426,489516,519674
"""48351""","Newton, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,44.695,43.796,44.755,58.449,58.012,71.570,82.547,74.238,74.674,71.562,86.837,100.000,80.409,75.563,90.956,72.636,82.902,90.498,96.074
"""48351""","Newton, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,168558,157890,184776,259070,284901,365734,435665,434555,385277,393237,496286,540912,452497,442366,481381,372045,444886,507967,542259
"""48353""","Nolan, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,516342,541266,530698,529530,544728,594146,660530,770933,747660,849409,934043,1004952,996048,961116,953804,971499,961165,962337,1019287
"""48353""","Nolan, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,51.380,53.860,52.808,52.692,54.204,59.122,65.728,76.713,74.398,84.522,92.944,100.000,99.114,95.638,94.910,96.671,95.643,95.760,101.426
"""48353""","Nolan, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,396783,405468,433669,456709,509823,577122,663269,831911,721445,855411,967540,1004952,1033392,1019785,915813,915470,941675,977915,1040513
"""48355""","Nueces, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,15806758,15767853,16417089,18019883,16790023,17054836,18335632,17486089,17091850,18439234,19107728,18770625,19052110,18057141,18128084,17734655,18394516,19199554,19396867
"""48355""","Nueces, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,84.210,84.003,87.462,96.000,89.448,90.859,97.683,93.157,91.056,98.235,101.796,100.000,101.500,96.199,96.577,94.481,97.996,102.285,103.336
"""48355""","Nueces, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,10019834,9976477,10988180,12669479,12918153,13764275,15436490,15037762,14304987,16184769,18435971,18770625,18928646,18120237,18245461,17484925,18981453,20988617,20812091
"""48357""","Ochiltree, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,717443,710590,685292,700401,752025,843826,811096,795410,868188,1036213,1250747,1616657,1649225,1867743,1854631,1582070,1500158,1496603,1474669
"""48357""","Ochiltree, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,44.378,43.954,42.389,43.324,46.517,52.196,50.171,49.201,53.703,64.096,77.366,100.000,102.014,115.531,114.720,97.861,92.794,92.574,91.217
"""48357""","Ochiltree, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,445813,401733,485283,562933,687454,784716,816713,963323,705889,1003202,1354872,1616657,1736755,1915313,1251177,964601,1046614,1122985,1018709
"""48359""","Oldham, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,106110,95430,98946,95928,94703,107371,148785,173876,175729,205333,198676,271251,398149,339232,357573,396934,362792,384038,339263
"""48359""","Oldham, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,39.119,35.181,36.478,35.365,34.913,39.584,54.852,64.102,64.785,75.699,73.244,100.000,146.783,125.062,131.824,146.335,133.748,141.581,125.074
"""48359""","Oldham, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,71136,62581,70825,75971,73904,84322,134984,167010,140502,181997,206486,271251,419052,350153,298940,305131,296743,320476,282801
"""48361""","Orange, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,2798251,2783112,2643173,2788025,2717348,2877768,2955411,2800798,2842119,3124374,3087733,3200464,3398557,3451479,3433429,3412081,3378899,3518548,3551082
"""48361""","Orange, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,87.433,86.960,82.587,87.113,84.905,89.917,92.343,87.512,88.803,97.623,96.478,100.000,106.189,107.843,107.279,106.612,105.575,109.939,110.955
"""48361""","Orange, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,2025999,2011295,1989463,2174830,2232431,2457492,2604545,2601879,2656680,2963646,3035417,3200464,3483239,3635236,3611363,3620729,3690068,3950961,4050008
"""48363""","Palo Pinto, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,735084,720082,719610,740620,814245,908762,937830,988773,1013005,1011443,973842,956463,1007935,1157545,1052060,990108,973520,1022133,1071304
"""48363""","Palo Pinto, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,76.854,75.286,75.237,77.433,85.131,95.013,98.052,103.378,105.912,105.748,101.817,100.000,105.381,121.023,109.995,103.518,101.783,106.866,112.007
"""48363""","Palo Pinto, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,562447,539687,581522,627690,749059,861581,914047,1036872,925379,975822,971627,956463,1038568,1209406,1044874,983808,989923,1055721,1121960
"""48365""","Panola, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,3065368,3168744,3013369,2927953,3040235,3181097,3358737,3028604,3225765,2749606,2351923,2246463,2556447,3105155,3192543,2790406,2606227,2697840,3093874
"""48365""","Panola, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,136.453,141.055,134.138,130.336,135.334,141.605,149.512,134.817,143.593,122.397,104.694,100.000,113.799,138.224,142.114,124.213,116.015,120.093,137.722
"""48365""","Panola, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,1560691,1385500,1900276,2176287,2969657,3160578,3534762,4167337,2551036,2724168,2583139,2246463,2689184,3210446,2022094,1615910,1773985,2065027,2071022
"""48367""","Parker, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,1705717,1763983,1779105,1829246,2089341,2530987,3148039,3266945,3256904,3107202,3312861,3339024,3640412,3977199,3909615,3693273,3870754,4050682,3998281
"""48367""","Parker, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,51.084,52.829,53.282,54.784,62.573,75.800,94.280,97.841,97.541,93.057,99.216,100.000,109.026,119.113,117.089,110.609,115.925,121.313,119.744
"""48367""","Parker, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,1319617,1388577,1443824,1542100,1869511,2342222,3034368,3566041,2890813,2979803,3314614,3339024,3752372,4156604,3819960,3614941,3906891,4199480,4193222
"""48369""","Parmer, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,706141,723800,702894,643778,686495,723922,739348,808284,876046,1070469,960467,898640,828310,1119706,1427668,1203297,1140145,1108334,1150418
"""48369""","Parmer, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,78.579,80.544,78.218,71.639,76.393,80.558,82.274,89.945,97.486,119.121,106.880,100.000,92.174,124.600,158.870,133.902,126.874,123.335,128.018
"""48369""","Parmer, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,454292,458381,468661,456761,463967,481623,553627,627815,677061,874762,923180,898640,848676,1111738,1300081,1027587,1004695,956814,1002924
"""48371""","Pecos, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,2883366,3241888,2756711,2311795,2319887,2535362,2968529,3203137,3837854,2995411,2437755,2318969,2120294,2088008,2244733,2339163,2597650,3184734,3973700
"""48371""","Pecos, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,124.338,139.799,118.877,99.691,100.040,109.331,128.011,138.128,165.498,129.170,105.122,100.000,91.433,90.040,96.799,100.871,112.017,137.334,171.356
"""48371""","Pecos, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,1455710,1365854,1757596,1757379,2360127,2614960,3250018,4662327,3018270,3041755,2777502,2318969,2259084,2180324,1373036,1294675,1737760,2487284,2569754
"""48373""","Polk, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,1085699,1086569,1073382,1040915,971178,1079880,1168973,1144867,1170306,1107498,1107798,1107699,1115698,1113843,1126170,1190346,1186510,1206701,1246897
"""48373""","Polk, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,98.014,98.092,96.902,93.971,87.675,97.489,105.532,103.355,105.652,99.982,100.009,100.000,100.722,100.555,101.668,107.461,107.115,108.938,112.566
