GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
"""48383""","Reagan, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,605249,698952,809679,815340,699056,772594,842053,805575,1056375,1096032,1246600,1694453,2039366,2706436,3744848,4380534,4929693,5436721,6430657
"""48383""","Reagan, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,35.719,41.249,47.784,48.118,41.256,45.595,49.695,47.542,62.343,64.683,73.569,100.000,120.355,159.723,221.006,258.522,290.931,320.854,379.512
"""48383""","Reagan, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,318758,312192,525185,620923,711932,804438,931679,1191263,813447,1123302,1459579,1694453,2188278,2803063,1782408,1767790,2625916,3552184,3262126
"""48385""","Real, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,47337,52029,53017,51346,52579,58525,58919,59830,63595,62923,58243,56757,63701,60913,61193,62311,62136,64205,68586
"""48385""","Real, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,83.402,91.670,93.410,90.466,92.639,103.114,103.809,105.414,112.048,110.864,102.617,100.000,112.235,107.322,107.816,109.785,109.476,113.122,120.841
"""48385""","Real, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,34871,39356,41398,41925,45180,52172,54383,56827,59591,60053,56721,56757,65080,63474,65346,67770,69215,73505,80470
"""48387""","Red River, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,210937,208228,213173,210873,196302,215932,223344,224966,229844,230052,229705,232749,238910,261553,279358,274688,268461,272854,292218
"""48387""","Red River, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,90.629,89.465,91.589,90.601,84.340,92.774,95.959,96.656,98.752,98.841,98.692,100.000,102.647,112.375,120.025,118.019,115.343,117.231,125.550
"""48387""","Red River, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,161307,160127,172531,179817,173023,194827,207929,217740,216613,222465,226479,232749,245934,271190,280719,272845,272931,283123,309355
"""48389""","Reeves, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,619116,665243,605901,561744,534676,559023,561640,563282,650660,622679,813118,1363551,1639558,2886729,4469576,5444587,7917838,11497460,16078286
"""48389""","Reeves, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,45.405,48.788,44.436,41.197,39.212,40.998,41.189,41.310,47.718,45.666,59.632,100.000,120.242,211.707,327.789,399.295,580.678,843.200,1179.148
"""48389""","Reeves, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,381024,375944,438320,458525,525999,559870,595655,735822,562104,640442,918170,1363551,1750696,2992632,2307921,2436351,4573553,8098566,8868765
"""48391""","Refugio, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,777958,849876,758019,775440,824540,875707,809478,690100,787693,701343,648223,701767,691780,649116,561573,506016,485908,482546,503454
"""48391""","Refugio, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,110.857,121.105,108.016,110.498,117.495,124.786,115.349,98.337,112.244,99.939,92.370,100.000,98.577,92.497,80.023,72.106,69.241,68.762,71.741
"""48391""","Refugio, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,400401,373431,484915,587864,822295,884893,869153,979797,617024,702052,725211,701767,732513,676613,390634,328838,359376,393456,376179
"""48393""","Roberts, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,704456,940816,1025953,992566,1377029,1697351,2271249,2521204,2890219,1903715,1417202,1227160,1404149,1510952,1614114,1327647,1129521,909096,930064
"""48393""","Roberts, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,57.405,76.666,83.604,80.883,112.213,138.315,185.082,205.450,235.521,155.132,115.486,100.000,114.423,123.126,131.532,108.189,92.043,74.081,75.790
"""48393""","Roberts, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,337136,362949,643208,760597,1463840,1819919,2595872,3997057,2170515,1975939,1695352,1227160,1514403,1566869,732893,509583,568126,558034,449424
"""48395""","Robertson, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,1125456,1305482,1409255,1367268,1747670,2088712,2682518,2964716,3332775,2598211,2370653,2151337,2437492,2590257,2776299,2817811,3124080,2859346,2844267
"""48395""","Robertson, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,52.314,60.682,65.506,63.554,81.236,97.089,124.691,137.808,154.916,120.772,110.194,100.000,113.301,120.402,129.050,130.980,145.216,132.910,132.209
"""48395""","Robertson, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,639153,659370,971219,1095613,1811091,2201529,2993577,4432324,2624295,2635249,2659631,2151337,2576337,2731854,1986039,1885196,2278868,2243042,2182370
"""48397""","Rockwall, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,1191451,1258009,1318799,1395267,1457074,1587422,1727013,1748901,1764075,1856134,1974562,2075283,2184459,2298833,2450384,2608590,2829013,2942943,3019931
"""48397""","Rockwall, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,57.412,60.619,63.548,67.233,70.211,76.492,83.218,84.273,85.004,89.440,95.147,100.000,105.261,110.772,118.075,125.698,136.319,141.809,145.519
"""48397""","Rockwall, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,901446,967673,1034830,1129065,1222630,1381104,1552133,1598192,1644597,1753188,1917389,2075283,2219378,2376540,2591710,2786223,3082733,3311584,3450776
"""48399""","Runnels, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,311610,313343,298264,300512,298968,331121,372876,329433,333048,328937,337739,340101,369993,330156,326560,308507,312960,316182,339181
"""48399""","Runnels, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,91.623,92.132,87.699,88.360,87.906,97.360,109.637,96.863,97.926,96.718,99.306,100.000,108.789,97.076,96.019,90.710,92.020,92.967,99.730
"""48399""","Runnels, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,236006,232428,238249,254693,265791,300143,356237,350631,299012,317524,341129,340101,382022,344027,321048,304234,318699,332676,358448
"""48401""","Rusk, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,2738780,2828572,2839733,2796753,2952929,3299271,3591499,3562799,3525043,3228046,2993850,2947736,2970951,2965550,2860567,2724827,2736310,2817237,2797617
"""48401""","Rusk, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,92.911,95.957,96.336,94.878,100.176,111.926,121.839,120.866,119.585,109.509,101.564,100.000,100.788,100.604,97.043,92.438,92.828,95.573,94.907
"""48401""","Rusk, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,1886409,1834818,2133536,2272661,2756504,3211637,3630942,4208246,3178614,3212845,3129074,2947736,3074249,3120683,2471590,2268966,2433822,2648930,2571159
"""48403""","Sabine, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,190445,202171,205880,214427,215524,247133,247319,231709,229162,230745,258714,293203,238204,219992,222704,221445,224024,229775,255928
"""48403""","Sabine, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,64.953,68.953,70.218,73.133,73.507,84.287,84.351,79.027,78.158,78.698,88.237,100.000,81.242,75.031,75.956,75.526,76.406,78.367,87.287
"""48403""","Sabine, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,159066,171565,181002,200144,205194,236946,237282,224512,220576,227874,257234,293203,252788,239868,232033,232224,243421,259124,288533
"""48405""","San Augustine, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,118205,121590,115788,116492,115159,123327,123574,245156,413983,569616,839601,649799,514373,589693,690691,773852,838084,907020,1238645
"""48405""","San Augustine, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,18.191,18.712,17.819,17.927,17.722,18.979,19.017,37.728,63.709,87.660,129.209,100.000,79.159,90.750,106.293,119.091,128.976,139.585,190.620
"""48405""","San Augustine, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,109763,112573,112412,119771,118524,130121,137229,303459,335623,578178,968060,649799,548412,611557,413753,414765,546808,690996,780025
"""48407""","San Jacinto, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,234590,245013,253219,256576,246601,272111,311701,349523,340861,321845,317015,314524,294706,294113,297770,292149,289170,298269,323726
"""48407""","San Jacinto, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,74.586,77.900,80.509,81.576,78.405,86.515,99.103,111.128,108.374,102.328,100.792,100.000,93.699,93.511,94.673,92.886,91.939,94.832,102.926
"""48407""","San Jacinto, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,163033,168989,194006,211058,225678,257165,307438,391412,307183,313062,320892,314524,304872,309574,296095,292417,299023,318738,352063
"""48409""","San Patricio, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,2007915,2035114,2214252,2207409,2128893,2215846,2309740,2280787,2358165,2369788,2418672,2477845,2545552,2357590,2287687,2283569,2290032,2351898,2555679
"""48409""","San Patricio, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,81.035,82.132,89.362,89.086,85.917,89.426,93.216,92.047,95.170,95.639,97.612,100.000,102.733,95.147,92.326,92.159,92.420,94.917,103.141
"""48409""","San Patricio, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,1413687,1432911,1660811,1760501,1840129,2002445,2171049,2275114,2157979,2265568,2413504,2477845,2599340,2473880,2364486,2368813,2446986,2587469,2860983
"""48411""","San Saba, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,126257,125959,133262,131957,128699,134401,130970,135491,144540,137249,138748,136748,124882,124246,132959,156394,155643,168721,174901
"""48411""","San Saba, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,92.328,92.110,97.451,96.496,94.114,98.284,95.775,99.081,105.698,100.366,101.463,100.000,91.323,90.857,97.229,114.366,113.817,123.381,127.900
"""48411""","San Saba, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,93518,95659,103751,107535,108134,117526,118739,125815,135038,131359,135513,136748,127794,129805,141854,168479,170956,190129,201600
"""48413""","Schleicher, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,210735,222703,205158,190112,202234,240918,245391,215341,235680,206818,217864,216587,249144,267428,255002,237208,168021,159190,191740
"""48413""","Schleicher, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,97.298,102.824,94.723,87.776,93.373,111.234,113.299,99.425,108.815,95.489,100.590,100.000,115.032,123.474,117.737,109.521,77.577,73.499,88.528
"""48413""","Schleicher, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,117308,110064,137131,146807,194269,235609,254937,281747,191908,204083,235353,216587,260926,274398,195033,164933,131175,134995,154708
"""48415""","Scurry, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,1221092,1738569,1643230,2463517,1963891,2075802,2129397,2149051,2619407,2322986,2411953,2911772,2826751,2776351,2640458,2408666,2373084,2427429,2405286
"""48415""","Scurry, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,41.936,59.708,56.434,84.605,67.447,71.290,73.131,73.806,89.959,79.779,82.835,100.000,97.080,95.349,90.682,82.722,81.500,83.366,82.606
"""48415""","Scurry, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,729596,958672,1166697,1980032,1965048,2105495,2273320,2941543,2102407,2341432,2704120,2911772,2994420,2895517,1733371,1444003,1670358,1923409,1677683
"""48417""","Shackelford, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,171036,183404,170095,167193,156420,182875,197663,228826,248401,263472,301737,356297,367783,365649,301586,264821,269320,293457,298075
"""48417""","Shackelford, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,48.004,51.475,47.740,46.925,43.902,51.327,55.477,64.223,69.717,73.947,84.687,100.000,103.224,102.625,84.644,74.326,75.589,82.363,83.659
"""48417""","Shackelford, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,98180,95462,114301,127811,144345,173030,198310,275026,218858,260814,316276,356297,382247,384606,267427,225417,243197,272895,272831
"""48419""","Shelby, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,904787,994311,937450,1031173,1015362,999198,1071506,1164747,1324986,1383711,1309437,1220056,1283637,1422891,1626273,1459353,1459501,1513906,1503178
"""48419""","Shelby, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,74.159,81.497,76.837,84.518,83.223,81.898,87.824,95.467,108.600,113.414,107.326,100.000,105.211,116.625,133.295,119.614,119.626,124.085,123.206
"""48419""","Shelby, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,639982,675220,721670,874987,949898,940861,1066084,1373556,1105184,1339149,1386068,1220056,1339657,1458786,1307484,1104101,1186623,1261669,1217902
"""48421""","Sherman, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,507808,547804,486069,475205,489119,459919,485486,403790,425449,410808,417864,395018,347759,432508,680922,563684,611783,481766,523876
"""48421""","Sherman, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,128.553,138.678,123.050,120.299,123.822,116.430,122.902,102.220,107.703,103.997,105.783,100.000,88.036,109.491,172.377,142.698,154.875,121.960,132.621
"""48421""","Sherman, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,271799,257525,301033,348380,391586,363373,447094,446804,285522,340567,425187,395018,361090,421228,507366,363635,437540,344483,362708
"""48423""","Smith, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,7380553,7393916,7543700,8422640,8814131,9367054,9376684,9304077,9169956,9406223,9451926,9654753,9741450,9717309,9907081,9981950,9895124,10272715,10389548
"""48423""","Smith, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,76.445,76.583,78.135,87.238,91.293,97.020,97.120,96.368,94.979,97.426,97.899,100.000,100.898,100.648,102.614,103.389,102.490,106.401,107.611
"""48423""","Smith, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,5512391,5565346,5871477,6797656,7516090,8247948,8553042,8843923,8469474,8941175,9268780,9654753,9890880,9995454,10108181,10142444,10319884,11032474,11265333
"""48425""","Somervell, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,1143198,1002600,1087482,1126400,1067333,1220404,1241036,1320545,1300948,1337435,1297841,1285185,1264370,1152955,1238310,1272313,1110676,1206660,1110367
"""48425""","Somervell, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,88.952,78.012,84.617,87.645,83.049,94.959,96.565,102.751,101.227,104.066,100.985,100.000,98.380,89.711,96.353,98.998,86.422,93.890,86.397
"""48425""","Somervell, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,952562,800431,914940,969836,962042,1178117,1209750,1299072,1359231,1375454,1339641,1285185,1307304,1267771,1341162,1333206,1194923,1340478,1262549
"""48427""","Starr, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,2184940,2632763,2527299,2111182,1970611,1918550,1911103,1809296,1926770,1567107,1388280,1304930,1333926,1359902,1419681,1426752,1421551,1387793,1457195
"""48427""","Starr, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,167.437,201.755,193.673,161.785,151.013,147.023,146.452,138.651,147.653,120.091,106.387,100.000,102.222,104.213,108.794,109.336,108.937,106.350,111.668
"""48427""","Starr, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,1192330,1279108,1670852,1606344,1862054,1847610,1945172,2287403,1613497,1528413,1446758,1304930,1386108,1417254,1266333,1252390,1309583,1340517,1401477
"""48429""","Stephens, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,485043,544404,443315,437945,445680,505302,540731,535147,618540,564254,591368,610221,586468,586324,572935,546240,533685,521239,548501
"""48429""","Stephens, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,79.486,89.214,72.648,71.768,73.036,82.806,88.612,87.697,101.363,92.467,96.911,100.000,96.107,96.084,93.890,89.515,87.458,85.418,89.886
"""48429""","Stephens, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,289309,293250,313061,351053,436160,504046,568051,698752,517505,563079,639953,610221,618879,615935,428019,389512,422892,448710,439990
"""48431""","Sterling, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,288058,322937,273973,241745,239838,244532,249470,263729,250985,316932,320159,365531,376075,396844,342254,339913,318778,307458,312247
"""48431""","Sterling, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,78.805,88.347,74.952,66.135,65.614,66.898,68.249,72.150,68.663,86.704,87.587,100.000,102.884,108.566,93.632,92.991,87.210,84.113,85.423
"""48431""","Sterling, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,147438,138269,177646,187516,249574,257532,279508,385192,208624,327020,356284,365531,397035,421555,254889,234994,244474,256793,247515
"""48433""","Stonewall, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,124023,141286,108498,106193,100393,119277,116210,119585,156128,143689,165315,251079,236696,262815,279827,317069,308903,290017,271567
"""48433""","Stonewall, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,49.396,56.272,43.213,42.295,39.985,47.506,46.284,47.628,62.183,57.229,65.842,100.000,94.272,104.675,111.450,126.283,123.030,115.508,108.160
"""48433""","Stonewall, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,70979,71360,75056,85097,100201,121116,125014,164237,126179,146156,188624,251079,252941,273146,152353,154037,181702,196681,157313
"""48435""","Sutton, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,801327,947171,959479,959481,970795,1044885,1074106,947315,914741,675387,695356,572709,557310,603054,521374,419292,393944,380919,368339
"""48435""","Sutton, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,139.919,165.384,167.533,167.534,169.509,182.446,187.548,165.409,159.722,117.928,121.415,100.000,97.311,105.299,91.036,73.212,68.786,66.512,64.315
"""48435""","Sutton, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,392531,398037,585915,692275,925874,1015033,1103699,1262734,714291,653748,736979,572709,582470,625468,402746,307384,320226,334990,308181
"""48437""","Swisher, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,305959,337993,332033,345820,434255,381062,343299,329180,397196,464859,466334,356390,314614,452150,675528,643772,682356,707910,658065
"""48437""","Swisher, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,85.849,94.838,93.166,97.034,121.848,106.923,96.327,92.365,111.450,130.436,130.849,100.000,88.278,126.869,189.548,180.637,191.463,198.634,184.647
"""48437""","Swisher, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,201560,215255,227498,264579,300949,259014,279069,271065,287772,370707,452773,356390,323155,440538,575074,485338,551884,558364,517157
"""48439""","Tarrant, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,65483412,67721681,68654080,73259903,78198402,83220553,86791437,86940970,86131117,87659754,88591133,92212754,93122305,95319677,97865213,98904785,101377040,105531656,106860255
"""48439""","Tarrant, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,71.013,73.441,74.452,79.447,84.802,90.248,94.121,94.283,93.405,95.063,96.073,100.000,100.986,103.369,106.130,107.257,109.938,114.444,115.884
"""48439""","Tarrant, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,52347749,55039814,56780443,61823020,68072791,74436044,79680946,82717305,80432857,83850580,86858971,92212754,95370759,99551896,101905151,104280045,108793553,115806822,119834428
"""48441""","Taylor, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,4147729,4260888,4335727,4454718,4538544,4965112,5118215,5274886,5109551,5303210,5338108,5523346,5534826,5672981,5622355,5541671,5608344,5916317,6079138
"""48441""","Taylor, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,75.094,77.143,78.498,80.653,82.170,89.893,92.665,95.502,92.508,96.014,96.646,100.000,100.208,102.709,101.793,100.332,101.539,107.115,110.063
"""48441""","Taylor, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,3139383,3299412,3453968,3658799,3863746,4372893,4651198,4920360,4850590,5101366,5226008,5523346,5654323,5919529,5952822,5943760,6112833,6593750,6934438
"""48443""","Terrell, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,626162,706817,690910,609704,598566,675730,655933,498364,514854,342745,240654,198377,197581,214271,228468,217571,197253,155184,162027
"""48443""","Terrell, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,315.643,356.300,348.282,307.347,301.732,340.630,330.650,251.221,259.533,172.775,121.312,100.000,99.599,108.012,115.169,109.676,99.434,78.227,81.677
"""48443""","Terrell, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,294972,270890,424190,455123,617271,703628,727115,755696,392002,347730,277682,198377,210275,221314,128112,109056,119465,108090,97652
"""48445""","Terry, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,544099,639192,604187,617910,637212,681512,740099,674612,840874,893770,779140,890597,915662,750194,774278,742819,838430,781781,817722
"""48445""","Terry, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,61.094,71.771,67.841,69.382,71.549,76.523,83.101,75.748,94.417,100.356,87.485,100.000,102.814,84.235,86.939,83.407,94.142,87.782,91.817
"""48445""","Terry, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,356252,384674,450583,519904,602908,653116,764741,850986,689531,880482,852077,890597,964207,776211,569072,515104,645864,640373,628615
"""48447""","Throckmorton, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,111332,126510,115198,119012,115859,133138,122932,100294,114483,101503,101442,125978,141747,178597,183651,168424,155236,156635,146955
"""48447""","Throckmorton, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,88.374,100.422,91.442,94.470,91.967,105.683,97.582,79.612,90.875,80.572,80.524,100.000,112.517,141.768,145.779,133.693,123.224,124.334,116.651
"""48447""","Throckmorton, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,68392,68639,84006,100223,114012,131661,131765,134848,93817,101900,112627,125978,149784,183049,108314,90435,96128,108895,90317
"""48449""","Titus, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,2546331,2400190,2502959,2529167,2420782,2735732,2685594,2497126,2482534,2587599,2661955,2389457,2335159,2164184,2017937,1982075,2156447,1834350,1796056
"""48449""","Titus, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,106.565,100.449,104.750,105.847,101.311,114.492,112.394,104.506,103.895,108.292,111.404,100.000,97.728,90.572,84.452,82.951,90.248,76.768,75.166
"""48449""","Titus, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,2028658,1895884,2044694,2099807,2092064,2456280,2440331,2322683,2492959,2572834,2645063,2389457,2399131,2311467,2175161,2132440,2344110,2001630,1985300
"""48451""","Tom Green, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,3858717,3767212,3711587,3763500,3842878,3953138,3990155,4128455,4240093,4509209,4655771,4760809,4897876,4915503,4995763,4830233,4975865,5348422,5388284
"""48451""","Tom Green, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,81.052,79.130,77.961,79.052,80.719,83.035,83.813,86.718,89.062,94.715,97.794,100.000,102.879,103.249,104.935,101.458,104.517,112.343,113.180
"""48451""","Tom Green, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,3019061,2990177,3021141,3143868,3294858,3483783,3634098,3866030,3990819,4317731,4561636,4760809,4989230,5082760,5196573,5062620,5278600,5782833,5920705
"""48453""","Travis, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,47202369,48983324,50037617,52653777,56171291,62930634,65281681,68567747,66244044,70629234,73377862,74675933,79246661,84671917,92960459,98327126,104962446,109879544,112944854
"""48453""","Travis, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,63.210,65.595,67.006,70.510,75.220,84.272,87.420,91.820,88.709,94.581,98.262,100.000,106.121,113.386,124.485,131.672,140.557,147.142,151.247
"""48453""","Travis, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,44450371,46500911,47486847,50298278,54231320,61062291,63600319,66420970,64656213,68914892,72169121,74675933,80652737,87463227,97261695,103822903,111926950,119347398,125274912
"""48455""","Trinity, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,171465,182415,183460,179335,170247,192351,202971,198721,204031,205316,211414,214713,215914,222596,223644,221459,211661,211046,224569
"""48455""","Trinity, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,79.858,84.958,85.445,83.523,79.291,89.585,94.532,92.552,95.025,95.624,98.463,100.000,100.560,103.672,104.160,103.142,98.579,98.292,104.591
"""48455""","Trinity, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,129249,140408,145766,148565,146819,171006,187122,190600,192595,197582,207696,214713,222045,233608,238268,240518,233540,239352,261373
